ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
5762,-0.508312544684,-inf,-inf,-1.32974718226,-2.01031763453
5763,-0.460753833519,-inf,-inf,-inf,-0.996438288118
5764,-0.0893853482106,-inf,-inf,-inf,-2.45915829091
5765,-1.07877244195,-3.2426141638,-3.21359244867,-1.64442434904,-0.947806940483
5766,-0.11198473136,-inf,-inf,-4.50193269758,-2.35541067006
5767,-inf,-inf,-1.06689375144,-inf,-0.421709807136
5768,-1.1632367038,-inf,-inf,-0.430782916092,-3.28269884947
5769,-0.109984789659,-inf,-inf,-3.13711211838,-2.80108261276
5770,-inf,-inf,-1.6575839963,-3.02397869887,-0.273393115206
5771,-1.62800212184,-inf,-2.91161836455,-1.10096345494,-0.875291745649
5772,-3.08112149945,-inf,-2.03408459162,-0.66580631554,-1.17301347404
5773,-1.53945827621,-2.98577713796,-1.74572687743,-3.08282667505,-0.664258755721
5774,-0.483839173814,-inf,-inf,-inf,-0.958187077221
5775,-1.22077610667,-inf,-2.96509685217,-0.74872210827,-1.71217505749
5776,-0.332276318045,-inf,-inf,-inf,-1.2633304425
5777,-0.871041914658,-inf,-inf,-0.863647378076,-1.83343636876
5778,-1.01023297855,-3.2757167506,-2.56756882229,-inf,-0.651325528226
5779,-1.63036179601,-inf,-3.12641757813,-0.704099469565,-1.32533898402
5780,-0.15092180032,-inf,-inf,-2.64600700892,-2.67146026957
5781,-0.863714670533,-inf,-inf,-inf,-0.547477662406
5782,-0.616186139424,-7.93737469616,-7.2442275156,-inf,-0.778860698834
5783,-0.399965665435,-inf,-3.41266092669,-1.76860348577,-2.07042222669
5784,-inf,-inf,-1.64951921781,-inf,-0.213369306504
5785,-0.127843541728,-inf,-inf,-4.52951357566,-2.21436335499
5786,-0.778892168839,-2.81341071676,-2.36801289832,-inf,-0.948247957318
5787,-inf,-inf,-1.59458388555,-0.927757882958,-0.912379186159
5788,-1.32786063038,-inf,-1.96264466302,-1.57395593696,-0.948694783216
5789,-3.70230247445,-inf,-4.31748811354,-inf,-0.0387408283164
5790,-0.0999658707331,-inf,-inf,-inf,-2.35249303165
5791,-1.66080412424,-inf,-inf,-2.787433228,-0.289771209003
5792,-1.0015309651,-inf,-inf,-2.32966878604,-0.624824527597
5793,-0.576888456861,-inf,-2.067512247,-2.06976091555,-1.68394205175
5794,-1.32813028029,-inf,-inf,-1.31139305295,-0.764464179311
5795,-1.49674557416,-inf,-inf,-1.71148901526,-0.518276957301
5796,-0.480266086845,-inf,-inf,-2.19914609083,-1.30754446979
5797,-0.857657105336,-inf,-2.93911071948,-1.33315112574,-1.34981819083
5798,-0.118547121994,-inf,-inf,-3.11847549123,-2.69465775454
5799,-inf,-inf,-1.6575839963,-3.02397869887,-0.273393115206
5800,-inf,-4.49996588952,-2.79810393253,-4.62494271378,-0.0853825923199
5801,-0.495558151635,-6.39692965522,-3.91202300543,-inf,-0.996680722066
5802,-1.13943428319,-inf,-inf,-inf,-0.385662480812
5803,-1.01872159809,-3.1334072746,-2.37728112014,-1.26758113803,-1.50931932589
5804,-0.284248634946,-inf,-inf,-2.68252945327,-1.7201988167
5805,-1.19591063647,-4.31965527112,-2.81796926738,-1.56684703698,-0.877459953696
5806,-1.22510650883,-inf,-2.37786740168,-0.888481849501,-1.59827168242
5807,-0.46203559174,-inf,-inf,-inf,-0.994252048344
5808,-0.499126101929,-inf,-3.39763941811,-1.60386483517,-1.84282631258
5809,-0.999278337885,-1.74277967142,-1.8145341711,-1.94561726266,-1.89041571707
5810,-0.198929831472,-inf,-inf,-3.06357107982,-2.01236591242
5811,-0.499126101929,-inf,-3.39763941811,-1.60386483517,-1.84282631258
5812,-1.19182467039,-4.00816686598,-0.508051696883,-2.9857819427,-3.64965874096
5813,-0.0733280745717,-inf,-inf,-3.3280646586,-3.35694164464
5814,-inf,-inf,-1.61588723611,-inf,-0.221537698529
5815,-2.15779111881,-inf,-1.15160506516,-inf,-0.565121837246
5816,-0.499126101929,-inf,-3.39763941811,-1.60386483517,-1.84282631258
5817,-0.145132475782,-inf,-inf,-inf,-2.00179707632
5818,-0.883219039829,-inf,-inf,-1.78379129958,-0.870958577114
5819,-0.76703995156,-inf,-inf,-2.45362058455,-0.799324380828
5820,-0.57436808688,-5.61244145075,-3.68922165684,-1.508986282,-1.67578169957
5821,-inf,-2.16853300262,-5.04494190469,-3.91202300543,-0.151738509587
5822,-inf,-inf,-inf,-inf,0.0
5823,-1.53945827621,-2.98577713796,-1.74572687743,-3.08282667505,-0.664258755721
5824,-0.667833126073,-inf,-4.71155499619,-2.78289398521,-0.876273707057
5825,-0.218498202746,-inf,-inf,-2.74477897862,-2.02485810868
5826,-0.559324163795,-inf,-4.52512747831,-3.46535502296,-0.951116355693
5827,-0.483839173814,-inf,-inf,-inf,-0.958187077221
5828,-0.51522918068,-4.68657149509,-4.05840830756,-1.62244922205,-1.72189578789
5829,-0.225240354853,-inf,-inf,-2.16731279239,-2.43965603454
5830,-0.998593754072,-inf,-2.92049575187,-1.46803501004,-1.0575139765
5831,-0.418255233061,-inf,-inf,-2.17504015548,-1.47752322649
5832,-1.02167276426,-inf,-2.87018050637,-inf,-0.539020981683
5833,-0.436197984045,-inf,-inf,-1.20020825412,-2.94925358109
5834,-0.508312544684,-inf,-inf,-1.32974718226,-2.01031763453
5835,-inf,-2.96420252207,-3.92492877698,-inf,-0.0740181344939
5836,-0.555938298967,-inf,-inf,-1.37634403027,-1.74889461029
5837,-0.307296463497,-inf,-inf,-5.29831736655,-1.34873864747
5838,-0.619331172815,-inf,-inf,-0.961978674588,-2.53124840525
5839,-0.51335938025,-inf,-inf,-1.62843707654,-1.58336920778
5840,-0.735042098029,-5.18414059228,-4.4005182296,-1.10902382617,-1.75586251516
5841,-0.499126101929,-inf,-3.39763941811,-1.60386483517,-1.84282631258
5842,-1.22510650883,-inf,-2.37786740168,-0.888481849501,-1.59827168242
5843,-0.57436808688,-5.61244145075,-3.68922165684,-1.508986282,-1.67578169957
5844,-0.556487155159,-inf,-inf,-1.46649022737,-1.62940110948
5845,-0.762035521402,-inf,-3.71668280577,-1.14017131565,-1.66491984479
5846,-0.537832628404,-inf,-3.91965604889,-1.45807595648,-1.81121212294
5847,-0.57436808688,-5.61244145075,-3.68922165684,-1.508986282,-1.67578169957
5848,-0.0999658707331,-inf,-inf,-inf,-2.35249303165
5849,-inf,-inf,-inf,-inf,0.0
5850,-inf,-5.99146454711,-inf,-0.2189262661,-1.6392836606
5851,0.0,-inf,-inf,-inf,-inf
5852,-0.499126101929,-inf,-3.39763941811,-1.60386483517,-1.84282631258
5853,-2.23496690332,-1.10866262452,-5.99146454711,-4.60517018599,-0.596920459082
5854,-1.20886570746,-inf,-inf,-1.04652823558,-1.04893816157
5855,-0.335200438413,-inf,-inf,-2.95953396751,-1.45687903424
5856,-1.22510650883,-inf,-2.37786740168,-0.888481849501,-1.59827168242
5857,0.0,-inf,-inf,-inf,-inf
5858,-0.443619377128,-inf,-1.69798802603,-inf,-1.74160493487
5859,-0.667833126073,-inf,-4.71155499619,-2.78289398521,-0.876273707057
5860,-0.128228641461,-inf,-inf,-3.53108305613,-2.39607660652
5861,-0.462398460005,-inf,-inf,-2.3113507302,-1.30526242527
5862,-inf,-inf,-0.818494706341,-0.724221213776,-2.6009511551
5863,-2.49177116871,-2.33088566381,-2.3740468474,-2.24080878447,-0.477146661833
5864,-1.05740179819,-inf,-inf,-6.21460809842,-0.429794393853
5865,-0.857657105336,-inf,-2.93911071948,-1.33315112574,-1.34981819083
5866,-0.284248634946,-inf,-inf,-2.68252945327,-1.7201988167
5867,-0.835097796885,-inf,-2.23046450977,-2.20311950397,-1.05488805383
5868,-1.61672631318,-inf,-inf,-inf,-0.221329721109
5869,-inf,-3.98121290931,-1.68993572689,-1.00177747182,-0.844948455121
5870,-1.49983640252,-3.50655789732,-4.26139864689,-3.21887582487,-0.367113855667
5871,-1.04723692397,-inf,-4.07893551337,-0.964735463692,-1.38196558673
5872,-5.29831736655,-inf,-5.29831736655,-inf,-0.0100503358535
5873,-0.760004913425,-5.52146091786,-4.19970507788,-inf,-0.666824929082
5874,-0.0905428749162,-inf,-inf,-inf,-2.44686166143
5875,-0.145877516224,-inf,-inf,-inf,-1.99704017757
5876,-0.667833126073,-inf,-4.71155499619,-2.78289398521,-0.876273707057
5877,-1.21915961629,-inf,-2.51378991699,-0.612848645496,-2.50402167533
5878,-inf,-inf,-2.88656109332,-inf,-0.0573830234385
5879,-1.01023297855,-3.2757167506,-2.56756882229,-inf,-0.651325528226
5880,-0.616186139424,-inf,-inf,-4.60517018599,-0.798507696218
5881,-inf,-inf,-inf,-inf,0.0
5882,-0.914572409946,-5.66231290457,-2.85172445842,-1.18887831576,-1.45444363226
5883,-0.379116558088,-inf,-2.55769998964,-2.41033424447,-1.90874633701
5884,-0.109673507115,-inf,-inf,-inf,-2.26458306945
5885,-1.96670827169,-4.60517018599,-inf,-0.900991694585,-0.812118421853
5886,-inf,-3.13470444693,-2.47734011862,-1.50620148656,-0.429598363459
5887,-0.655311458699,-inf,-inf,-1.76506484974,-1.17265499489
5888,-0.00198264046183,-inf,-inf,-6.80239476332,-7.04751722136
5889,-0.914572409946,-5.66231290457,-2.85172445842,-1.18887831576,-1.45444363226
5890,-0.905622426666,-inf,-2.69475806693,-1.13324354545,-1.57908365513
5891,-1.43328870285,-inf,-2.11895505383,-0.64798775317,-2.13518801278
5892,-1.19591063647,-4.31965527112,-2.81796926738,-1.56684703698,-0.877459953696
5893,-inf,-inf,-0.678164741832,-inf,-0.708357511466
5894,-1.15019156607,-inf,-inf,-0.38063999453,-inf
5895,-0.0559144211683,-inf,-inf,-inf,-2.91175989692
5896,-0.660444829245,-inf,-3.32387620277,-1.52401886038,-1.47171770781
5897,-0.597837000756,-inf,-inf,-inf,-0.798507696218
5898,-0.57436808688,-5.61244145075,-3.68922165684,-1.508986282,-1.67578169957
5899,-0.735042098029,-5.18414059228,-4.4005182296,-1.10902382617,-1.75586251516
5900,-inf,-inf,-inf,-2.14317615324,-0.124749207473
5901,-1.15869740953,-inf,-inf,-1.35207422987,-0.850029987847
5902,-inf,-inf,-2.35425654656,-inf,-0.0997806473073
5903,-0.848446311628,-inf,-2.31329015136,-2.06482538135,-1.06089797513
5904,-0.39550628539,-4.83350658875,-3.76817744125,-1.76548708537,-2.08341065319
5905,-1.49404590655,-inf,-2.84325062229,-0.726377706252,-1.4539587735
5906,-inf,-inf,-1.87489642524,-inf,-0.166492521262
5907,-6.21460809842,-inf,-inf,-0.259701542818,-1.48404720434
5908,-inf,-inf,-3.42330135633,-0.354146705811,-1.32567585086
5909,-4.89285225844,-inf,-inf,-0.577737329049,-0.840874092589
5910,-2.01181821878,-3.09202093955,-inf,-1.75845960626,-0.433040000969
5911,-inf,-inf,-2.41977474721,-3.02685723924,-0.147815058532
5912,-inf,-inf,-1.23645158969,-2.97733756383,-0.417549545608
5913,-0.139142260615,-inf,-inf,-inf,-2.04102298162
5914,-1.13766546516,-inf,-2.11669341278,-0.823738339043,-2.11846472593
5915,-4.47163879336,-2.87477966314,-0.28799958317,-inf,-1.70165763453
5916,-0.665688189706,-inf,-2.59162423028,-1.09764075477,-2.55715940879
5917,-0.0559968631632,-inf,-inf,-inf,-2.91032738773
5918,-0.907214300744,-inf,-3.29811391255,-2.00815521793,-0.855280253613
5919,-0.375906305867,-inf,-inf,-5.29831736655,-1.17657383014
5920,-4.85355972426,-4.68621012276,-0.806523239538,-6.28480217125,-0.626038173936
5921,-0.660444829245,-inf,-3.32387620277,-1.52401886038,-1.47171770781
5922,-inf,-inf,-2.07208534223,-3.66333670077,-0.164367353798
5923,-inf,-4.60517018599,-3.28024477124,-6.55108033504,-0.0502912902957
5924,-5.98208492131,-inf,-4.73838902901,-0.32518822715,-1.32301035829
5925,-0.739304629852,-inf,-4.26398555229,-1.25102045801,-1.50383772406
5926,-0.149043672838,-inf,-inf,-3.36989123008,-2.26264220469
5927,-1.2584068763,-inf,-2.02430858639,-1.96798039207,-0.811773541245
5928,-0.2226747896,-inf,-inf,-2.64431705731,-2.05127368826
5929,-inf,-inf,-inf,-2.35839489472,-0.0993474076726
5930,-0.736839648696,-inf,-inf,-3.91202300543,-0.690399256129
5931,-0.499126101929,-inf,-3.39763941811,-1.60386483517,-1.84282631258
5932,-0.901098515663,-inf,-3.19521181174,-0.964480797364,-1.76178632279
5933,-0.906356308278,-inf,-3.91365782396,-1.99624549048,-0.820538058548
5934,-1.26329083208,-4.05990440538,-3.09928583673,-0.75499129307,-1.68777176401
5935,-inf,-inf,-inf,-inf,0.0
5936,-0.997436987388,-inf,-2.37168532137,-1.04138800634,-1.68800108885
5937,-0.456604630631,-inf,-inf,-1.81667365827,-1.58961729993
5938,-0.905622426666,-inf,-2.69475806693,-1.13324354545,-1.57908365513
5939,-3.57179142617,-2.97809081909,-1.54485766476,-2.14185579366,-0.52725026687
5940,-1.57768054827,-inf,-2.33656593803,-1.37408318767,-0.812345019688
5941,-0.0999658707331,-inf,-inf,-inf,-2.35249303165
5942,-1.72937196963,-2.70257295254,-2.74077121835,-1.13386336858,-0.996245716008
5943,-1.16218913398,-inf,-inf,-2.70596705073,-0.477401093308
5944,-inf,-5.52146091786,-inf,-inf,-0.00400802139754
5945,-0.667833126073,-inf,-4.71155499619,-2.78289398521,-0.876273707057
5946,-0.0066889881508,-inf,-inf,-5.0106352941,-inf
5947,-0.0481655127337,-inf,-inf,-inf,-3.05709811251
5948,-inf,-inf,-4.09434456222,-inf,-0.0168071183164
5949,-1.22510650883,-inf,-2.37786740168,-0.888481849501,-1.59827168242
5950,-0.330474172535,-inf,-inf,-2.54162699097,-1.59613237278
5951,-inf,-inf,-2.07208534223,-3.66333670077,-0.164367353798
5952,-1.22705182864,-inf,-2.36875920828,-0.886656138431,-1.60337430002
5953,-1.04892374441,-inf,-inf,-inf,-0.431266993723
5954,-inf,-inf,-inf,-0.442351405275,-1.02868651913
5955,-0.284248634946,-inf,-inf,-2.68252945327,-1.7201988167
5956,-0.421870213796,-inf,-5.34108503256,-1.10565789836,-4.77986539505
5957,-inf,-inf,-inf,-inf,0.0
5958,-inf,-inf,-0.0725706928348,-inf,-2.65926003693
5959,-inf,-1.77976689985,-0.782919912067,-inf,-0.982823025247
5960,-5.98208492131,-inf,-4.73838902901,-0.32518822715,-1.32301035829
5961,-0.499126101929,-inf,-3.39763941811,-1.60386483517,-1.84282631258
5962,-2.22370215491,-inf,-2.38130727444,-2.18206853408,-0.376069485302
5963,-0.88656865915,-inf,-3.9817857734,-1.59335412526,-1.0050190526
5964,-0.107399630277,-3.20234652292,-inf,-3.30006005685,-3.71786699099
5965,-0.660444829245,-inf,-3.32387620277,-1.52401886038,-1.47171770781
5966,-0.111859118207,-inf,-inf,-2.65644401454,-3.33450051263
5967,-inf,-inf,-3.540459449,-inf,-0.0294288106908
5968,-inf,-inf,-5.44281779054,-0.854095152145,-0.562110943704
5969,-0.107428959905,-inf,-inf,-inf,-2.28415913992
5970,-0.1091522104,-inf,-inf,-inf,-2.26909167443
5971,-0.914572409946,-5.66231290457,-2.85172445842,-1.18887831576,-1.45444363226
5972,-1.19591063647,-4.31965527112,-2.81796926738,-1.56684703698,-0.877459953696
5973,-0.541798067916,-inf,-3.44572395434,-1.36575393682,-2.03081332105
5974,-0.596674850303,-inf,-3.32407752196,-1.40523482121,-1.78352180052
5975,-2.29883014182,-inf,-1.5823738446,-inf,-0.365085825303
5976,-1.44046376321,-inf,-2.6755342531,-0.889681112751,-1.26045376593
5977,-inf,-inf,-1.59458388555,-0.927757882958,-0.912379186159
5978,-1.04723692397,-inf,-4.07893551337,-0.964735463692,-1.38196558673
5979,-0.562118918154,-inf,-inf,-3.90372420261,-0.892004705994
5980,-0.0797802623454,-inf,-5.36585350276,-4.01513532086,-2.91938614258
5981,-1.22077610667,-inf,-2.96509685217,-0.74872210827,-1.71217505749
5982,-0.696950200221,-inf,-inf,-inf,-0.68935856908
5983,-6.08677472691,-inf,-7.69621263935,-0.501554162585,-0.937299930941
5984,-0.335200438413,-inf,-inf,-2.95953396751,-1.45687903424
5985,-inf,-inf,-2.89007809473,-inf,-0.05717569083
5986,-2.81341071676,-inf,-3.91202300543,-0.247210615553,-1.97311006898
5987,-1.28273148604,-inf,-3.66390879122,-0.903998244709,-1.23051648435
5988,-0.0066889881508,-inf,-inf,-5.0106352941,-inf
5989,-0.541798067916,-inf,-3.44572395434,-1.36575393682,-2.03081332105
5990,-0.988110605985,-inf,-2.49378532514,-1.75654506927,-0.9875623307
5991,-inf,-inf,-0.918294903387,-0.896804695445,-1.64542777537
5992,-0.00417537141048,-inf,-inf,-inf,-5.48063892334
5993,-inf,-inf,-0.289572747541,-3.19825653767,-1.55787382138
5994,-inf,-inf,-1.62573107207,-1.79060103513,-0.451971387101
5995,-1.7375073911,-inf,-inf,-inf,-0.193534325643
5996,-0.118547121994,-inf,-inf,-3.11847549123,-2.69465775454
5997,-0.373184483635,-inf,-inf,-inf,-1.16647857138
5998,-inf,-inf,-inf,-0.271996217437,-1.43488454529
5999,-inf,-inf,-inf,-inf,0.0
6000,-0.215724633128,-inf,-inf,-inf,-1.63967655267
6001,-inf,-inf,-2.07208534223,-3.66333670077,-0.164367353798
6002,-1.31915866055,-inf,-3.50091365392,-0.630300006652,-1.77173332551
6003,-0.597837000756,-inf,-inf,-1.94724437207,-1.17982234409
6004,-2.92671155424,-inf,-1.68444732649,-1.48829996092,-0.625256773286
6005,-1.34778879117,-3.35492280561,-2.19901324858,-inf,-0.520267965698
6006,-0.891598119284,-inf,-inf,-inf,-0.527632742082
6007,0.0,-inf,-inf,-inf,-inf
6008,-inf,-3.17805383035,-4.60517018599,-inf,-0.0530492210898
6009,-0.527632742082,-inf,-inf,-6.21460809842,-0.896488104578
6010,-1.05740179819,-inf,-inf,-6.21460809842,-0.429794393853
6011,-2.29883014182,-inf,-1.5823738446,-inf,-0.365085825303
6012,-1.16218913398,-inf,-inf,-2.70596705073,-0.477401093308
6013,-1.72937196963,-2.70257295254,-2.74077121835,-1.13386336858,-0.996245716008
6014,-inf,-inf,-0.112795494145,-4.45101950616,-2.35387838738
6015,-inf,-2.49934707602,-2.58655370428,-inf,-0.171283863354
6016,-4.02966868788,-2.30258509299,-4.21735232772,-0.891486448578,-0.782117465335
6017,-1.35607085685,-inf,-inf,-2.22325679809,-0.45559147929
6018,-0.772306499184,-inf,-2.59581174785,-1.20429248323,-1.81054957304
6019,-1.05507020344,-inf,-2.16637046323,-inf,-0.621311782002
6020,-0.7057345618,-inf,-inf,-inf,-0.680716273922
6021,-0.215724633128,-inf,-inf,-inf,-1.63967655267
6022,-1.06820736088,-inf,-4.89285225844,-1.09634039585,-1.15586684628
6023,-1.19591063647,-4.31965527112,-2.81796926738,-1.56684703698,-0.877459953696
6024,-2.92671155424,-inf,-1.68444732649,-1.48829996092,-0.625256773286
6025,-0.335200438413,-inf,-inf,-2.95953396751,-1.45687903424
6026,-0.668810569294,-1.83258146375,-inf,-inf,-1.11571037682
6027,-1.16218913398,-inf,-inf,-2.70596705073,-0.477401093308
6028,-1.55764120461,-inf,-2.59873359224,-1.40334243194,-0.756671025174
6029,-inf,-inf,-inf,-1.29792147754,-0.318964774377
6030,-0.48304190627,-inf,-inf,-1.99142675473,-1.40000595425
6031,-1.2584068763,-inf,-2.02430858639,-1.96798039207,-0.811773541245
6032,-0.73396917508,-inf,-7.17011954345,-inf,-0.655406852577
6033,-0.190704212331,-inf,-inf,-inf,-1.75086890563
6034,-inf,-inf,-1.17622640015,-inf,-0.36880605232
6035,-5.52146091786,-inf,-1.24765105661,-1.44200844036,-0.749994718357
6036,-0.375906305867,-inf,-inf,-5.29831736655,-1.17657383014
6037,-inf,-inf,-1.49526642752,-3.40843295259,-0.297438693574
6038,-2.24608067899,-inf,-0.801447766975,-2.7470105542,-0.963936202718
6039,-inf,-inf,-1.54394191471,-0.724977139191,-1.19690892556
6040,-0.987029822854,-inf,-2.61500507607,-2.5207800282,-0.747067645061
6041,-1.19690117166,-inf,-3.09318549762,-0.630528198947,-2.11857170338
6042,-inf,-inf,-1.95048665035,-inf,-0.153389961736
6043,-3.02031774903,-inf,-2.97517578267,-3.03997510024,-0.159770071555
6044,0.0,-inf,-inf,-inf,-inf
6045,-0.0733280745717,-inf,-inf,-3.3280646586,-3.35694164464
6046,-0.0797802623454,-inf,-5.36585350276,-4.01513532086,-2.91938614258
6047,-0.94416842655,-inf,-2.7736351937,-1.12088513063,-1.50250765724
6048,-0.628703407435,-inf,-inf,-inf,-0.762031779595
6049,-0.000270306799862,-inf,-inf,-inf,-8.21608809863
6050,-1.18645126243,-inf,-inf,-0.646341640189,-1.76762441173
6051,-0.914572409946,-5.66231290457,-2.85172445842,-1.18887831576,-1.45444363226
6052,-1.464461844,-inf,-1.41999888787,-5.585999439,-0.647536669308
6053,-0.857657105336,-inf,-2.93911071948,-1.33315112574,-1.34981819083
6054,-0.773885709583,-inf,-inf,-0.810252791247,-2.36406747968
6055,-0.109984789659,-inf,-inf,-3.13711211838,-2.80108261276
6056,-0.239545510358,-inf,-inf,-2.2212198401,-2.25820617158
6057,-inf,-inf,-inf,-2.62753565155,-0.074999778021
6058,-1.57768054827,-inf,-2.33656593803,-1.37408318767,-0.812345019688
6059,-1.49660990596,-inf,-inf,-0.413309038512,-2.16583386354
6060,-5.29831736655,-inf,-5.29831736655,-inf,-0.0100503358535
6061,-0.77390862374,-3.35240721749,-inf,-inf,-0.685589525003
6062,-0.39550628539,-4.83350658875,-3.76817744125,-1.76548708537,-2.08341065319
6063,-0.88036565413,-inf,-inf,-1.25941157846,-1.19882692072
6064,-1.01415309569,-inf,-1.99316546942,-0.93702171508,-2.21426158093
6065,-4.81027683519,-inf,-1.40560663247,-5.75884225184,-0.296411557469
6066,-0.591878619782,-inf,-3.33974125482,-1.51175893557,-1.65681663252
6067,-0.33279987786,-inf,-inf,-inf,-1.26200330454
6068,-0.891598119284,-inf,-3.59964832039,-inf,-0.575067892494
6069,-0.895214327316,-inf,-inf,-0.679975551348,-2.46686334419
6070,-1.26435131946,-inf,-inf,-inf,-0.331874237779
6071,-inf,-inf,-2.48796979035,-0.788148386774,-0.771680519978
6072,-inf,-inf,-0.0546321956531,-3.22305119628,-4.31748811354
6073,-4.60517018599,-3.50655789732,-3.01593498087,-3.21887582487,-0.13811330213
6074,-0.739304629852,-inf,-4.26398555229,-1.25102045801,-1.50383772406
6075,-1.14763612478,-inf,-3.62203519266,-0.832945613685,-1.50905476742
6076,-0.0835627847707,-inf,-inf,-inf,-2.5236474781
6077,-0.740821750109,-inf,-inf,-2.25379492882,-0.871609015248
6078,-0.499954791279,-inf,-inf,-1.60487402824,-1.64751858304
6079,-0.109984789659,-inf,-inf,-3.13711211838,-2.80108261276
6080,-0.109984789659,-inf,-inf,-3.13711211838,-2.80108261276
6081,-0.891598119284,-inf,-inf,-inf,-0.527632742082
6082,-inf,-inf,-1.6873994539,-0.415515443962,-1.86433016206
6083,-0.767903381417,-inf,-inf,-4.43811610132,-0.645887768924
6084,-1.04931127877,-inf,-2.19610495203,-1.58075581929,-1.10031544524
6085,-0.596674850303,-inf,-3.32407752196,-1.40523482121,-1.78352180052
6086,-1.231237967,-inf,-2.68912919331,-0.630918990355,-2.22537971506
6087,-inf,-inf,-2.07208534223,-3.66333670077,-0.164367353798
6088,-inf,-inf,-0.647637210768,-1.65902268126,-1.25038545514
6089,-inf,-inf,-1.15671640853,-inf,-0.377631920023
6090,-0.857657105336,-inf,-2.93911071948,-1.33315112574,-1.34981819083
6091,-inf,-inf,-2.05255838145,-inf,-0.13743152718
6092,-0.799774241038,-inf,-4.14077806389,-1.01722952082,-1.75409513418
6093,-4.14285642504,-4.21893643981,-1.57472476454,-inf,-0.271357717435
6094,-0.182252541403,-inf,-inf,-inf,-1.79210461765
6095,-2.27081715793,-inf,-1.76457481482,-inf,-0.320876812248
6096,-1.07877244195,-3.2426141638,-3.21359244867,-1.64442434904,-0.947806940483
6097,-7.30317005124,-inf,-2.32065436129,-0.281500622506,-1.92095613403
6098,-0.1091522104,-inf,-inf,-inf,-2.26909167443
6099,-1.57768054827,-inf,-2.33656593803,-1.37408318767,-0.812345019688
6100,-0.311377938462,-inf,-inf,-2.1167784315,-1.91634323737
6101,-0.295914399252,-inf,-inf,-inf,-1.36199636104
6102,-inf,-inf,-2.74835034065,-inf,-0.0661754948449
6103,-0.499126101929,-inf,-3.39763941811,-1.60386483517,-1.84282631258
6104,-1.21270574452,-inf,-4.10613033222,-1.04234690659,-1.09807956261
6105,-0.555938298967,-inf,-inf,-1.07880966137,-2.4480024147
6106,-1.67718500756,-2.92154883384,-1.47341045707,-inf,-0.634674979825
6107,-1.06931410123,-inf,-5.18777549215,-1.1755938495,-1.07137829825
6108,-0.15092180032,-inf,-inf,-2.64600700892,-2.67146026957
6109,-1.32551288886,-inf,-inf,-0.735913855752,-1.36544963772
6110,-1.36319585966,-3.68817539679,-3.53264784379,-0.692453495121,-1.66301712695
6111,-2.24608067899,-inf,-0.801447766975,-2.7470105542,-0.963936202718
6112,-0.857657105336,-inf,-2.93911071948,-1.33315112574,-1.34981819083
6113,-1.07877244195,-3.2426141638,-3.21359244867,-1.64442434904,-0.947806940483
6114,-0.556473440076,-inf,-inf,-1.56337771324,-1.52626708162
6115,-0.607807909,-inf,-2.67026505148,-0.951340673009,-inf
6116,-inf,-inf,-inf,-0.725621180244,-0.661694657053
6117,-0.859357327545,-inf,-2.9874416099,-1.2340242266,-1.44803815798
6118,-0.523049502781,-inf,-inf,-0.980162808469,-3.44078006508
6119,-1.74951775437,-inf,-1.39748998041,-1.53728955523,-1.0107042401
6120,-2.37792915045,-inf,-1.63087132075,-1.07106369953,-0.997352259271
6121,-0.739304629852,-inf,-4.26398555229,-1.25102045801,-1.50383772406
6122,-0.332276318045,-inf,-inf,-inf,-1.2633304425
6123,-inf,-inf,-1.6575839963,-3.02397869887,-0.273393115206
6124,-1.59438937415,-inf,-1.87611557881,-1.51726297163,-0.856908711833
6125,-0.667833126073,-inf,-4.71155499619,-2.78289398521,-0.876273707057
6126,-1.00632814906,-inf,-inf,-2.92132721329,-0.543729309587
6127,-inf,-inf,-5.77075310076,-inf,-0.00312227814827
6128,-0.906356308278,-inf,-3.91365782396,-1.99624549048,-0.820538058548
6129,-0.799774241038,-inf,-4.14077806389,-1.01722952082,-1.75409513418
6130,-0.537832628404,-inf,-3.91965604889,-1.45807595648,-1.81121212294
6131,-inf,-inf,-2.51863019047,-inf,-0.0840012537126
6132,-2.88538421639,-inf,-0.811180247472,-inf,-0.693480569461
6133,-0.347220359894,-inf,-inf,-2.48274626547,-1.56142497327
6134,-2.55574162993,-inf,-inf,-1.13799745921,-0.50765523591
6135,-1.22510650883,-inf,-2.37786740168,-0.888481849501,-1.59827168242
6136,-0.462398460005,-inf,-inf,-2.3113507302,-1.30526242527
6137,-inf,-inf,-0.217741502025,-4.60517018599,-1.68380232772
6138,-0.0947884464845,-inf,-inf,-inf,-2.40312763221
6139,-inf,-inf,-4.50986000618,-inf,-0.0110609473594
6140,-1.97184396966,-inf,-inf,-inf,-0.149893018652
6141,-0.0634281197517,-inf,-inf,-inf,-2.78939442189
6142,-0.370097128556,-7.82404601086,-7.82404601086,-1.18766399838,-5.62682143352
6143,-inf,-inf,-1.06689375144,-inf,-0.421709807136
6144,-0.118547121994,-inf,-inf,-3.11847549123,-2.69465775454
6145,-2.1242331838,-inf,-2.3256967188,-0.554899121998,-1.56719342032
6146,-1.25325968533,-inf,-inf,-0.801800778227,-1.32460847588
6147,-0.901098515663,-inf,-3.19521181174,-0.964480797364,-1.76178632279
6148,-0.857657105336,-inf,-2.93911071948,-1.33315112574,-1.34981819083
